Year,Category,Date,Book Title,Author,source
2025,Nonfiction,Source Code,Bill Gates,Alfred A. Knopf,scraper_wikipedia
1900,Fiction,,To Have and To Hold,"Johnston, Mary",scraper_virginia
1900,Fiction,,Red Pottage,"Cholmondeley, Mary",scraper_virginia
1900,Fiction,,Unleavened Bread,"Grant, Robert",scraper_virginia
1900,Fiction,,The Reign of Law,"Allen, James Lane",scraper_virginia
1900,Fiction,,Eben Holden,"Bacheller, Irving",scraper_virginia
1900,Fiction,,Janice Meredith,"Ford, Paul Leicester",scraper_virginia
1900,Fiction,,The Redemption of David Corson,"Goss, Charles Frederic",scraper_virginia
1900,Fiction,,Richard Carvel,"Churchill, Winston",scraper_virginia
1900,Fiction,,When Knighthood Was in Flower,"Major, Charles",scraper_virginia
1900,Fiction,,Alice of Old Vincennes,"Thompson, Maurice",scraper_virginia
1901,Fiction,,The Crisis,"Churchill, Winston",scraper_virginia
1901,Fiction,,Alice of Old Vincennes,"Thompson, Maurice",scraper_virginia
1901,Fiction,,The Helmet of Navarre,"Runkle, Bertha",scraper_virginia
1901,Fiction,,The Right of Way,"Parker, Gilbert",scraper_virginia
1901,Fiction,,Eben Holden,"Bacheller, Irving",scraper_virginia
1901,Fiction,,The Visits of Elizabeth,"Glyn, Elinor",scraper_virginia
1901,Fiction,,The Puppet Crown,"MacGrath, Harold",scraper_virginia
1901,Fiction,,Richard Yea-and-Nay,"Hewlett, Maurice",scraper_virginia
1901,Fiction,,Graustark,"McCutcheon, George Barr",scraper_virginia
1901,Fiction,,D'ri and I,"Bacheller, Irving",scraper_virginia
1902,Fiction,,The Virginian,"Wister, Owen",scraper_virginia
1902,Fiction,,Mrs. Wiggs of the Cabbage Patch,"Rice, Alice Hegan",scraper_virginia
1902,Fiction,,Dorothy Vernon of Haddon Hall,"Major, Charles",scraper_virginia
1902,Fiction,,The Mississippi Bubble,"Hough, Emerson",scraper_virginia
1902,Fiction,,Audrey,"Johnston, Mary",scraper_virginia
1902,Fiction,,The Right of Way,"Parker, Gilbert",scraper_virginia
1902,Fiction,,The Hound of the Baskervilles,"Doyle, A. Conan",scraper_virginia
1902,Fiction,,The Two Vanrevels,"Tarkington, Booth",scraper_virginia
1902,Fiction,,The Blue Flower,"van Dyke, Henry",scraper_virginia
1902,Fiction,,Sir Richard Calmady,"Malet, Lucas",scraper_virginia
1903,Fiction,,Lady Rose's Daughter,"Ward, Mary Augusta",scraper_virginia
1903,Fiction,,Gordon Keith,"Page, Thomas Nelson",scraper_virginia
1903,Fiction,,The Pit,"Norris, Frank",scraper_virginia
1903,Fiction,,Lovey Mary,"Rice, Alice Hegan",scraper_virginia
1903,Fiction,,The Virginian,"Wister, Owen",scraper_virginia
1903,Fiction,,Mrs. Wiggs of the Cabbage Patch,"Rice, Alice Hegan",scraper_virginia
1903,Fiction,,The Mettle of the Pasture,"Allen, James Lane",scraper_virginia
1903,Fiction,,Letters of a Self-Made Merchant to His Son,"Lorimer, George Horace",scraper_virginia
1903,Fiction,,The One Woman,"Dixon, Thomas Jr.",scraper_virginia
1903,Fiction,,The Little Shepherd of Kingdom Come,"Fox, John Jr.",scraper_virginia
1904,Fiction,,The Crossing,"Churchill, Winston",scraper_virginia
1904,Fiction,,The Deliverance,"Glasgow, Ellen",scraper_virginia
1904,Fiction,,The Masquerader,"Thurston, Katherine Cecil",scraper_virginia
1904,Fiction,,In the Bishop's Carriage,"Michelson, Miriam",scraper_virginia
1904,Fiction,,Sir Mortimer,"Johnston, Mary",scraper_virginia
1904,Fiction,,Beverly of Graustark,"McCutcheon, George Barr",scraper_virginia
1904,Fiction,,The Little Shepherd of Kingdom Come,"Fox, John Jr.",scraper_virginia
1904,Fiction,,Rebecca of Sunnybrook Farm,"Wiggin, Kate Douglas",scraper_virginia
1904,Fiction,,My Friend Prospero,"Harland, Henry",scraper_virginia
1904,Fiction,,The Silent Places,"White, Stewart Edward",scraper_virginia
1905,Fiction,,The Marriage of William Ashe,"Ward, Mary Augusta",scraper_virginia
1905,Fiction,,Sandy,"Rice, Alice Hegan",scraper_virginia
1905,Fiction,,The Garden of Allah,"Hichens, Robert",scraper_virginia
1905,Fiction,,The Clansman,"Dixon, Thomas Jr.",scraper_virginia
1905,Fiction,,Nedra,"McCutcheon, George Barr",scraper_virginia
1905,Fiction,,The Gambler,"Thurston, Katherine Cecil",scraper_virginia
1905,Fiction,,The Masquerader,"Thurston, Katherine Cecil",scraper_virginia
1905,Fiction,,The House of Mirth,"Wharton, Edith",scraper_virginia
1905,Fiction,,The Princess Passes,"Williamson, C. N. and A. M.",scraper_virginia
1905,Fiction,,Rose o' the River,"Wiggin, Kate Douglas",scraper_virginia
1906,Fiction,,Coniston,"Churchill, Winston",scraper_virginia
1906,Fiction,,Lady Baltimore,"Wister, Owen",scraper_virginia
1906,Fiction,,The Fighting Chance,"Chambers, Robert W.",scraper_virginia
1906,Fiction,,The House of a Thousand Candles,"Nicholson, Meredith",scraper_virginia
1906,Fiction,,Jane Cable,"McCutcheon, George Barr",scraper_virginia
1906,Fiction,,The Jungle,"Sinclair, Upton",scraper_virginia
1906,Fiction,,The Awakening of Helena Ritchie,"Deland, Margaret",scraper_virginia
1906,Fiction,,The Spoilers,"Beach, Rex",scraper_virginia
1906,Fiction,,The House of Mirth,"Wharton, Edith",scraper_virginia
1906,Fiction,,The Wheel of Life,"Glasgow, Ellen",scraper_virginia
1907,Fiction,,The Lady of the Decoration,"Little, Frances",scraper_virginia
1907,Fiction,,The Weavers,"Parker, Gilbert",scraper_virginia
1907,Fiction,,The Port of Missing Men,"Nicholson, Meredith",scraper_virginia
1907,Fiction,,The Shuttle,"Burnett, Frances Hodgson",scraper_virginia
1907,Fiction,,The Brass Bowl,"Vance, Louis J.",scraper_virginia
1907,Fiction,,Satan Sanderson,"Rives, Hallie Erminie",scraper_virginia
1907,Fiction,,The Daughter of Anderson Crow,"McCutcheon, George Barr",scraper_virginia
1907,Fiction,,The Younger Set,"Chambers, Robert W.",scraper_virginia
1907,Fiction,,The Doctor,"Connor, Ralph",scraper_virginia
1907,Fiction,,Half a Rogue,"MacGrath, Harold",scraper_virginia
1908,Fiction,,Mr. Crewe's Career,"Churchill, Winston",scraper_virginia
1908,Fiction,,The Barrier,"Beach, Rex",scraper_virginia
1908,Fiction,,The Trail of the Lonesome Pine,"Fox, John Jr.",scraper_virginia
1908,Fiction,,The Lure of the Mask,"MacGrath, Harold",scraper_virginia
1908,Fiction,,The Shuttle,"Burnett, Frances Hodgson",scraper_virginia
1908,Fiction,,Peter,"Smith, F. Hopkinson",scraper_virginia
1908,Fiction,,Lewis Rand,"Johnston, Mary",scraper_virginia
1908,Fiction,,The Black Bag,"Vance, Louis J.",scraper_virginia
1908,Fiction,,The Man from Brodney's,"McCutcheon, George Barr",scraper_virginia
1908,Fiction,,The Weavers,"Parker, Gilbert",scraper_virginia
1909,Fiction,,The Inner Shrine,"King, Basil",scraper_virginia
1909,Fiction,,Katrine,"Lane, Elinor Macartney",scraper_virginia
1909,Fiction,,The Silver Horde,"Beach, Rex",scraper_virginia
1909,Fiction,,The Man in Lower Ten,"Rinehart, Mary Roberts",scraper_virginia
1909,Fiction,,The Trail of the Lonesome Pine,"Fox, John Jr.",scraper_virginia
1909,Fiction,,Truxton King,"McCutcheon, George Barr",scraper_virginia
1909,Fiction,,54-40 or Fight,"Hough, Emerson",scraper_virginia
1909,Fiction,,The Goose Girl,"MacGrath, Harold",scraper_virginia
1909,Fiction,,Peter,"Smith, F. Hopkinson",scraper_virginia
1909,Fiction,,Septimus,"Locke, William J.",scraper_virginia
1910,Fiction,,The Rosary,"Barclay, Florence",scraper_virginia
1910,Fiction,,A Modern Chronicle,"Churchill, Winston",scraper_virginia
1910,Fiction,,The Wild Olive,"King, Basil",scraper_virginia
1910,Fiction,,Max,"Thurston, Katherine Cecil",scraper_virginia
1910,Fiction,,The Kingdom of Slender Swords,"Rives, Hallie Erminie",scraper_virginia
1910,Fiction,,Simon the Jester,"Locke, William J.",scraper_virginia
1910,Fiction,,Lord Loveland Discovers America,"Williamson, C. N. and A. M.",scraper_virginia
1910,Fiction,,The Window at the White Cat,"Rinehart, Mary Roberts",scraper_virginia
1910,Fiction,,Molly Make-Believe,"Abbott, Eleanor",scraper_virginia
1910,Fiction,,When a Man Marries,"Rinehart, Mary Roberts",scraper_virginia
1911,Fiction,,The Broad Highway,"Farnol, Jeffrey",scraper_virginia
1911,Fiction,,The Prodigal Judge,"Kester, Vaughan",scraper_virginia
1911,Fiction,,The Winning of Barbara Worth,"Wright, Harold Bell",scraper_virginia
1911,Fiction,,Queed,"Harrison, Henry Sydnor",scraper_virginia
1911,Fiction,,The Harvester,"Porter, Gene Stratton",scraper_virginia
1911,Fiction,,The Iron Woman,"Deland, Margaret",scraper_virginia
1911,Fiction,,The Long Roll,"Johnston, Mary",scraper_virginia
1911,Fiction,,Molly Make-Believe,"Abbott, Eleanor",scraper_virginia
1911,Fiction,,The Rosary,"Barclay, Florence",scraper_virginia
1911,Fiction,,The Common Law,"Chambers, Robert W.",scraper_virginia
1912,Fiction,,The Harvester,"Porter, Gene Stratton",scraper_virginia
1912,Fiction,,The Street Called Straight,"King, Basil",scraper_virginia
1912,Fiction,,Their Yesterdays,"Wright, Harold Bell",scraper_virginia
1912,Fiction,,The Melting of Molly,"Daviess, Maria Thompson",scraper_virginia
1912,Fiction,,A Hoosier Chronicle,"Nicholson, Meredith",scraper_virginia
1912,Fiction,,The Winning of Barbara Worth,"Wright, Harold Bell",scraper_virginia
1912,Fiction,,The Just and the Unjust,"Kester, Vaughan",scraper_virginia
1912,Fiction,,The Net,"Beach, Rex",scraper_virginia
1912,Fiction,,Tante,"Sedgwick, Anne Douglas",scraper_virginia
1912,Fiction,,Fran,"Ellis, J. Breckenridge",scraper_virginia
1913,Fiction,,The Inside of the Cup,"Churchill, Winston",scraper_virginia
1913,Fiction,,V. V.'s Eyes,"Harrison, Henry Sydnor",scraper_virginia
1913,Fiction,,Laddie,"Porter, Gene Stratton",scraper_virginia
1913,Fiction,,The Judgment House,"Parker, Sir Gilbert",scraper_virginia
1913,Fiction,,Heart of the Hills,"Fox, John Jr.",scraper_virginia
1913,Fiction,,The Amateur Gentleman,"Farnol, Jeffrey",scraper_virginia
1913,Fiction,,The Woman Thou Gavest Me,"Caine, Hall",scraper_virginia
1913,Fiction,,Pollyanna,"Porter, Eleanor H.",scraper_virginia
1913,Fiction,,The Valiants of Virginia,"Rives, Hallie Erminie",scraper_virginia
1913,Fiction,,T. Tembarom,"Burnett, Frances Hodgson",scraper_virginia
1914,Fiction,,The Eyes of the World,"Wright, Harold Bell",scraper_virginia
1914,Fiction,,Pollyanna,"Porter, Eleanor H.",scraper_virginia
1914,Fiction,,The Inside of the Cup,"Churchill, Winston",scraper_virginia
1914,Fiction,,The Salamander,"Johnson, Owen",scraper_virginia
1914,Fiction,,The Fortunate Youth,"Locke, William J.",scraper_virginia
1914,Fiction,,T. Tembarom,"Burnett, Frances Hodgson",scraper_virginia
1914,Fiction,,Penrod,"Tarkington, Booth",scraper_virginia
1914,Fiction,,Diane of the Green Van,"Dalrymple, Leona",scraper_virginia
1914,Fiction,,The Devil's Garden,"Maxwell, W. B.",scraper_virginia
1914,Fiction,,The Prince of Graustark,"McCutcheon, George Barr",scraper_virginia
1915,Fiction,,The Turmoil,"Tarkington, Booth",scraper_virginia
1915,Fiction,,A Far Country,"Churchill, Winston",scraper_virginia
1915,Fiction,,Michael O'Halloran,"Porter, Gene Stratton",scraper_virginia
1915,Fiction,,Pollyanna Grows Up,"Porter, Eleanor H.",scraper_virginia
1915,Fiction,,K,"Rinehart, Mary Roberts",scraper_virginia
1915,Fiction,,Jaffery,"Locke, William J.",scraper_virginia
1915,Fiction,,Felix O'Day,"Smith, F. Hopkinson",scraper_virginia
1915,Fiction,,The Harbor,"Poole, Ernest",scraper_virginia
1915,Fiction,,The Lone Star Ranger,"Grey, Zane",scraper_virginia
1915,Fiction,,Angela's Business,"Harrison, Henry Sydnor",scraper_virginia
1916,Fiction,,Seventeen,"Tarkington, Booth",scraper_virginia
1916,Fiction,,When a Man's a Man,"Wright, Harold Bell",scraper_virginia
1916,Fiction,,Just David,"Porter, Eleanor H.",scraper_virginia
1916,Fiction,,Mr. Britling Sees It Through,"Wells, H. G.",scraper_virginia
1916,Fiction,,Life and Gabriella,"Glasgow, Ellen",scraper_virginia
1916,Fiction,,The Real Adventure,"Webster, Henry Kitchell",scraper_virginia
1916,Fiction,,Bars of Iron,"Dell, Ethel M.",scraper_virginia
1916,Fiction,,Nan of Music Mountain,"Spearman, Frank H.",scraper_virginia
1916,Fiction,,Dear Enemy,"Webster, Jean",scraper_virginia
1916,Fiction,,The Heart of Rachael,"Norris, Kathleen",scraper_virginia
1917,Fiction,,Mr. Britling Sees It Through,"Wells, H. G.",scraper_virginia
1917,Fiction,,The Light in the Clearing,"Bacheller, Irving",scraper_virginia
1917,Fiction,,The Red Planet,"Locke, William J.",scraper_virginia
1917,Fiction,,The Road to Understanding,"Porter, Eleanor H.",scraper_virginia
1917,Fiction,,Wildfire,"Grey, Zane",scraper_virginia
1917,Fiction,,Christine,"Cholmondeley, Alice",scraper_virginia
1917,Fiction,,In the Wilderness,"Hichens, Robert S.",scraper_virginia
1917,Fiction,,His Family,"Poole, Ernest",scraper_virginia
1917,Fiction,,The Definite Object,"Farnol, Jeffrey",scraper_virginia
1917,Fiction,,The Hundredth Chance,"Dell, Ethel M.",scraper_virginia
1918,Fiction,,The U. P. Trail,"Grey, Zane",scraper_virginia
1918,Fiction,,The Tree of Heaven,"Sinclair, May",scraper_virginia
1918,Fiction,,The Amazing Interlude,"Rinehart, Mary Roberts",scraper_virginia
1918,Fiction,,Dere Mable,"Streeter, Edward",scraper_virginia
1918,Fiction,,"Oh, Money! Money!","Porter, Eleanor H.",scraper_virginia
1918,Fiction,,Greatheart,"Dell, Ethel M.",scraper_virginia
1918,Fiction,,The Major,"Connor, Ralph",scraper_virginia
1918,Fiction,,The Pawns Count,"Oppenheim, E. Phillips",scraper_virginia
1918,Fiction,,A Daughter of the Land,"Porter, Gene Stratton",scraper_virginia
1918,Fiction,,Sonia,"McKenna, Stephen",scraper_virginia
1919,Fiction,,The Four Horsemen of the Apocalypse,"Ibanez, V. Blasco",scraper_virginia
1919,Fiction,,The Arrow of Gold,"Conrad, Joseph",scraper_virginia
1919,Fiction,,The Desert of Wheat,"Grey, Zane",scraper_virginia
1919,Fiction,,Dangerous Days,"Rinehart, Mary Roberts",scraper_virginia
1919,Fiction,,The Sky Pilot in No Man's Land,"Connor, Ralph",scraper_virginia
1919,Fiction,,The Re-Creation of Brian Kent,"Wright, Harold Bell",scraper_virginia
1919,Fiction,,Dawn,"Porter, Gene Stratton",scraper_virginia
1919,Fiction,,The Tin Soldier,"Bailey, Temple",scraper_virginia
1919,Fiction,,Christopher and Columbus,"""Elizabeth""",scraper_virginia
1919,Fiction,,In Secret,"Chambers, Robert W.",scraper_virginia
1920,Fiction,,The Man of the Forest,"Grey, Zane",scraper_virginia
1920,Fiction,,Kindred of the Dust,"Kyne, Peter B.",scraper_virginia
1920,Fiction,,The Re-Creation of Brian Kent,"Wright, Harold Bell",scraper_virginia
1920,Fiction,,The River's End,"Curwood, James Oliver",scraper_virginia
1920,Fiction,,A Man for the Ages,"Bacheller, Irving",scraper_virginia
1920,Fiction,,Mary-Marie,"Porter, Eleanor H.",scraper_virginia
1920,Fiction,,The Portygee,"Lincoln, Joseph C.",scraper_virginia
1920,Fiction,,The Great Impersonation,"Oppenheim, E. Phillips",scraper_virginia
1920,Fiction,,The Lamp in the Desert,"Dell, Ethel M.",scraper_virginia
1920,Fiction,,Harriet and the Piper,"Norris, Kathleen",scraper_virginia
1921,Fiction,,Main Street,"Lewis, Sinclair",scraper_virginia
1921,Fiction,,The Brimming Cup,"Canfield, Dorothy",scraper_virginia
1921,Fiction,,The Mysterious Rider,"Grey, Zane",scraper_virginia
1921,Fiction,,The Age of Innocence,"Wharton, Edith",scraper_virginia
1921,Fiction,,The Valley of Silent Men,"Curwood, James Oliver",scraper_virginia
1921,Fiction,,The Sheik,"Hull, Edith M.",scraper_virginia
1921,Fiction,,A Poor Wise Man,"Rinehart, Mary Roberts",scraper_virginia
1921,Fiction,,Her Father's Daughter,"Porter, Gene Stratton",scraper_virginia
1921,Fiction,,The Sisters-in-Law,"Atherton, Gertrude",scraper_virginia
1921,Fiction,,The Kingdom Round the Corner,"Dawson, Coningsby",scraper_virginia
1922,Fiction,,If Winter Comes,"Hutchinson, A.S.M.",scraper_virginia
1922,Fiction,,The Sheik,"Hull, Edith M.",scraper_virginia
1922,Fiction,,Gentle Julia,"Tarkington, Booth",scraper_virginia
1922,Fiction,,The Head of the House of Coombe,"Burnett, Frances Hodgson",scraper_virginia
1922,Fiction,,Simon Called Peter,"Keable, Robert",scraper_virginia
1922,Fiction,,The Breaking Point,"Rinehart, Mary Roberts",scraper_virginia
1922,Fiction,,This Freedom,"Hutchinson, A.S.M.",scraper_virginia
1922,Fiction,,Maria Chapdelaine,"Hemon, Louis",scraper_virginia
1922,Fiction,,To the Last Man,"Grey, Zane",scraper_virginia
1922,Fiction,,Babbitt,"Lewis, Sinclair",scraper_virginia
1922,Fiction,,Helen of the Old House,"Wright, Harold Bell",scraper_virginia
1923,Fiction,,Black Oxen,"Atherton, Gertrude",scraper_virginia
1923,Fiction,,His Children's Children,"Train, Arthur",scraper_virginia
1923,Fiction,,The Enchanted April,"""Elizabeth""",scraper_virginia
1923,Fiction,,Babbitt,"Lewis, Sinclair",scraper_virginia
1923,Fiction,,The Dim Lantern,"Bailey, Temple",scraper_virginia
1923,Fiction,,This Freedom,"Hutchinson, A.S.M.",scraper_virginia
1923,Fiction,,The Mine with the Iron Door,"Wright, Harold Bell",scraper_virginia
1923,Fiction,,The Wanderer of the Wasteland,"Grey, Zane",scraper_virginia
1923,Fiction,,The Sea-Hawk,"Sabatini, Rafael",scraper_virginia
1923,Fiction,,The Breaking Point,"Rinehart, Mary Roberts",scraper_virginia
1924,Fiction,,So Big,"Ferber, Edna",scraper_virginia
1924,Fiction,,The Plastic Age,"Marks, Percy",scraper_virginia
1924,Fiction,,The Little French Girl,"Sedgwick, Anne Douglas",scraper_virginia
1924,Fiction,,The Heirs Apparent,"Gibbs, Philip",scraper_virginia
1924,Fiction,,A Gentleman of Courage,"Curwood, James Oliver",scraper_virginia
1924,Fiction,,The Call of the Canyon,"Grey, Zane",scraper_virginia
1924,Fiction,,The Midlander,"Tarkington, Booth",scraper_virginia
1924,Fiction,,The Coast of Folly,"Dawson, Coningsby",scraper_virginia
1924,Fiction,,Mistress Wilding,"Sabatini, Rafael",scraper_virginia
1924,Fiction,,The Homemaker,"Fisher, Dorothy Canfield",scraper_virginia
1925,Fiction,,Soundings,"Gibbs, A. Hamilton",scraper_virginia
1925,Fiction,,The Constant Nymph,"Kennedy, Margaret",scraper_virginia
1925,Fiction,,The Keeper of the Bees,"Porter, Gene Stratton",scraper_virginia
1925,Fiction,,Glorious Apollo,"Barrington, E.",scraper_virginia
1925,Fiction,,The Green Hat,"Arlen, Michael",scraper_virginia
1925,Fiction,,The Little French Girl,"Sedgwick, Anne Douglas",scraper_virginia
1925,Fiction,,Arrowsmith,"Lewis, Sinclair",scraper_virginia
1925,Fiction,,The Perennial Bachelor,"Parrish, Anne",scraper_virginia
1925,Fiction,,The Carolinian,"Sabatini, Rafael",scraper_virginia
1925,Fiction,,One Increasing Purpose,"Hutchinson, A.S.M.",scraper_virginia
1926,Fiction,,The Private Life of Helen of Troy,"Erskine, John",scraper_virginia
1926,Fiction,,Gentlemen Prefer Blondes,"Loos, Anita",scraper_virginia
1926,Fiction,,Sorrell and Son,"Deeping, Warwick",scraper_virginia
1926,Fiction,,The Hounds of Spring,"Thompson, Sylvia",scraper_virginia
1926,Fiction,,Beau Sabreur,"Wren, P. C.",scraper_virginia
1926,Fiction,,The Silver Spoon,"Galsworthy, John",scraper_virginia
1926,Fiction,,Beau Geste,"Wren, P. C.",scraper_virginia
1926,Fiction,,Show Boat,"Ferber, Edna",scraper_virginia
1926,Fiction,,After Noon,"Ertz, Susan",scraper_virginia
